is_ood,true_label,true_class_name,view1_pred,view1_confidence,view1_action,view1_correct,fused_pred,fused_confidence,fused_action,fused_correct
False,14,guitar,14,0.3831073045730591,Ask for help,True,14,0.4874395728111267,Ask for help,True
False,13,glass_box,15,0.2567289471626282,Ask for help,False,22,0.4394294023513794,Ask for help,False
False,1,bathtub,19,0.48126280307769775,Ask for help,False,29,0.7872380614280701,Re-scan,False
False,23,range_hood,8,0.5993267297744751,Ask for help,False,26,0.4511009752750397,Ask for help,False
False,6,chair,29,0.25275033712387085,Ask for help,False,6,0.9850782752037048,Grasp,True
False,21,plant,21,0.6592413187026978,Ask for help,True,21,0.4577380418777466,Ask for help,True
False,5,car,26,0.47145769000053406,Ask for help,False,26,0.2415815144777298,Ask for help,False
False,0,airplane,8,0.45939356088638306,Ask for help,False,0,0.8865071535110474,Grasp,True
False,28,table,8,0.48587608337402344,Ask for help,False,28,0.9334328770637512,Grasp,True
False,27,stool,8,0.47402194142341614,Ask for help,False,27,0.36272504925727844,Ask for help,True
False,6,chair,28,0.6173677444458008,Ask for help,False,6,0.9906149506568909,Grasp,True
False,6,chair,28,0.6199406981468201,Ask for help,False,6,0.8832271695137024,Grasp,True
False,13,glass_box,8,0.4254489839076996,Ask for help,False,16,0.8940509557723999,Grasp,False
False,20,piano,15,0.5263384580612183,Ask for help,False,15,0.3805121183395386,Ask for help,False
True,5,bottle,28,0.4294610321521759,Ask for help,,32,0.44266968965530396,Ask for help,
False,22,radio,15,0.2595548927783966,Ask for help,False,8,0.6610468626022339,Ask for help,False
False,28,table,8,0.6777593493461609,Ask for help,False,22,0.2988363802433014,Ask for help,False
False,25,sofa,19,0.6439428925514221,Ask for help,False,19,0.6701103448867798,Ask for help,False
True,5,bottle,7,0.38721051812171936,Ask for help,,32,0.6035194396972656,Ask for help,
False,28,table,29,0.4295831620693207,Ask for help,False,29,0.42749691009521484,Ask for help,False
False,33,wardrobe,22,0.2503148019313812,Ask for help,False,24,0.7776715755462646,Re-scan,False
False,27,stool,27,0.39369234442710876,Ask for help,True,27,0.3538980484008789,Ask for help,True
False,22,radio,8,0.4933071732521057,Ask for help,False,4,0.34516698122024536,Ask for help,False
False,24,sink,21,0.5763407945632935,Ask for help,False,26,0.4534839391708374,Ask for help,False
False,13,glass_box,28,0.778083860874176,Re-scan,False,15,0.3168359100818634,Ask for help,False
False,21,plant,28,0.5880717039108276,Ask for help,False,21,0.547943651676178,Ask for help,True
False,2,bed,28,0.46859756112098694,Ask for help,False,28,0.6731464266777039,Ask for help,False
False,0,airplane,0,0.5387513637542725,Ask for help,True,0,0.6115410923957825,Ask for help,True
False,29,tent,22,0.38314151763916016,Ask for help,False,20,0.42505475878715515,Ask for help,False
False,1,bathtub,28,0.981146514415741,Grasp,False,17,0.9037641882896423,Grasp,False
False,29,tent,15,0.4272962510585785,Ask for help,False,15,0.6147249341011047,Ask for help,False
False,30,toilet,26,0.7467528581619263,Ask for help,False,30,0.5961359143257141,Ask for help,True
False,25,sofa,15,0.38063663244247437,Ask for help,False,25,0.9900802373886108,Grasp,True
False,11,dresser,28,0.6104257106781006,Ask for help,False,29,0.992412805557251,Grasp,False
False,23,range_hood,28,0.23050247132778168,Ask for help,False,28,0.8123196363449097,Re-scan,False
False,14,guitar,22,0.626348078250885,Ask for help,False,14,0.4077644944190979,Ask for help,True
False,21,plant,19,0.6629737019538879,Ask for help,False,21,0.7029703259468079,Ask for help,True
False,32,vase,29,0.4858500063419342,Ask for help,False,24,0.37303733825683594,Ask for help,False
False,4,bookshelf,28,0.31494078040122986,Ask for help,False,4,0.9637457728385925,Grasp,True
False,28,table,21,0.24028317630290985,Ask for help,False,28,0.9115318655967712,Grasp,True
False,4,bookshelf,21,0.26457685232162476,Ask for help,False,4,0.8325688242912292,Re-scan,True
False,27,stool,21,0.6025335788726807,Ask for help,False,21,0.5660364627838135,Ask for help,False
False,30,toilet,8,0.6378337740898132,Ask for help,False,29,0.6647724509239197,Ask for help,False
False,28,table,8,0.425041526556015,Ask for help,False,8,0.5284360647201538,Ask for help,False
False,16,mantel,28,0.273965448141098,Ask for help,False,16,0.22184506058692932,Ask for help,True
False,6,chair,6,0.7813900113105774,Re-scan,True,6,0.9992570877075195,Grasp,True
True,18,keyboard,8,0.5793417692184448,Ask for help,,8,0.6196634769439697,Ask for help,
False,12,flower_pot,27,0.4651683568954468,Ask for help,False,21,0.7014952301979065,Ask for help,False
False,16,mantel,21,0.7042402625083923,Ask for help,False,16,0.33468806743621826,Ask for help,True
False,23,range_hood,27,0.4500071406364441,Ask for help,False,6,0.4376579225063324,Ask for help,False
False,21,plant,28,0.8278095126152039,Re-scan,False,12,0.4113612473011017,Ask for help,False
False,17,monitor,8,0.53221195936203,Ask for help,False,17,0.9293853640556335,Grasp,True
False,1,bathtub,29,0.28119710087776184,Ask for help,False,29,0.3353756070137024,Ask for help,False
False,16,mantel,28,0.7886216640472412,Re-scan,False,16,0.409846693277359,Ask for help,True
False,4,bookshelf,8,0.3792169988155365,Ask for help,False,4,0.9920160174369812,Grasp,True
True,5,bottle,15,0.6845176815986633,Ask for help,,32,0.45216837525367737,Ask for help,
False,15,lamp,15,0.6791578531265259,Ask for help,True,15,0.31351593136787415,Ask for help,True
False,18,night_stand,19,0.42819100618362427,Ask for help,False,18,0.6458445191383362,Ask for help,True
False,13,glass_box,26,0.2759641706943512,Ask for help,False,13,0.9259464144706726,Grasp,True
False,16,mantel,29,0.3097609877586365,Ask for help,False,16,0.5620269179344177,Ask for help,True
False,21,plant,28,0.49656352400779724,Ask for help,False,21,0.40386417508125305,Ask for help,True
False,0,airplane,0,0.4133240878582001,Ask for help,True,0,0.5579860806465149,Ask for help,True
False,13,glass_box,29,0.5338326692581177,Ask for help,False,13,0.958251953125,Grasp,True
False,30,toilet,30,0.4170275926589966,Ask for help,True,30,0.9117088913917542,Grasp,True
False,4,bookshelf,15,0.49035772681236267,Ask for help,False,10,0.34582892060279846,Ask for help,False
False,23,range_hood,10,0.5560159087181091,Ask for help,False,23,0.7734867930412292,Ask for help,True
False,13,glass_box,30,0.6131032109260559,Ask for help,False,13,0.9633678793907166,Grasp,True
False,17,monitor,28,0.6836293339729309,Ask for help,False,17,0.9984312653541565,Grasp,True
False,4,bookshelf,16,0.5038915872573853,Ask for help,False,4,0.9709821343421936,Grasp,True
False,16,mantel,28,0.34646180272102356,Ask for help,False,16,0.9978826642036438,Grasp,True
False,4,bookshelf,16,0.3109338879585266,Ask for help,False,4,0.9961629509925842,Grasp,True
False,10,door,8,0.5128074288368225,Ask for help,False,10,0.7572917342185974,Ask for help,True
False,29,tent,15,0.39700812101364136,Ask for help,False,29,0.8825225234031677,Grasp,True
False,6,chair,6,0.4039326310157776,Ask for help,True,6,0.9897909760475159,Grasp,True
False,24,sink,19,0.619462251663208,Ask for help,False,19,0.4548834562301636,Ask for help,False
False,28,table,8,0.48760631680488586,Ask for help,False,0,0.40759018063545227,Ask for help,False
False,11,dresser,22,0.25885650515556335,Ask for help,False,2,0.4460957944393158,Ask for help,False
False,14,guitar,14,0.770216166973114,Ask for help,True,14,0.9869609475135803,Grasp,True
False,17,monitor,29,0.4772329032421112,Ask for help,False,28,0.6998175382614136,Ask for help,False
False,4,bookshelf,21,0.584010124206543,Ask for help,False,8,0.45533743500709534,Ask for help,False
False,20,piano,2,0.2914310097694397,Ask for help,False,25,0.9150950312614441,Grasp,False
False,6,chair,6,0.6809017062187195,Ask for help,True,6,0.9976209998130798,Grasp,True
False,14,guitar,14,0.566470205783844,Ask for help,True,14,0.9669510722160339,Grasp,True
False,4,bookshelf,8,0.47524043917655945,Ask for help,False,8,0.47589677572250366,Ask for help,False
False,31,tv_stand,3,0.491054892539978,Ask for help,False,3,0.48736679553985596,Ask for help,False
False,9,desk,28,0.5273247957229614,Ask for help,False,9,0.8394896388053894,Re-scan,True
False,16,mantel,21,0.2987976372241974,Ask for help,False,8,0.30902403593063354,Ask for help,False
False,6,chair,26,0.41517624258995056,Ask for help,False,6,0.9373338222503662,Grasp,True
False,16,mantel,29,0.4630301892757416,Ask for help,False,24,0.37626680731773376,Ask for help,False
False,23,range_hood,28,0.45892462134361267,Ask for help,False,23,0.9705167412757874,Grasp,True
False,21,plant,21,0.7208367586135864,Ask for help,True,21,0.5538201928138733,Ask for help,True
False,9,desk,8,0.6096354126930237,Ask for help,False,15,0.39442673325538635,Ask for help,False
False,0,airplane,0,0.43232542276382446,Ask for help,True,0,0.9460309743881226,Grasp,True
False,0,airplane,0,0.9385661482810974,Grasp,True,0,0.9977242946624756,Grasp,True
False,21,plant,8,0.2511615455150604,Ask for help,False,8,0.3084569275379181,Ask for help,False
False,25,sofa,2,0.2984897196292877,Ask for help,False,25,0.7535969018936157,Ask for help,True
False,34,xbox,29,0.7474244236946106,Ask for help,False,29,0.9357432126998901,Grasp,False
False,1,bathtub,28,0.7680445909500122,Ask for help,False,1,0.9897213578224182,Grasp,True
False,6,chair,15,0.2862967252731323,Ask for help,False,6,0.9990308284759521,Grasp,True
False,29,tent,19,0.6502730250358582,Ask for help,False,29,0.5782846808433533,Ask for help,True
False,6,chair,6,0.8342262506484985,Re-scan,True,6,0.8844760656356812,Grasp,True
False,4,bookshelf,27,0.5610362887382507,Ask for help,False,27,0.49781888723373413,Ask for help,False
False,16,mantel,16,0.4171639680862427,Ask for help,True,16,0.9332759976387024,Grasp,True
True,5,bottle,29,0.4718552827835083,Ask for help,,7,0.34548333287239075,Ask for help,
False,13,glass_box,19,0.5560491681098938,Ask for help,False,29,0.4094480574131012,Ask for help,False
False,28,table,8,0.5055636763572693,Ask for help,False,8,0.5234475135803223,Ask for help,False
False,23,range_hood,29,0.21483497321605682,Ask for help,False,26,0.3060905635356903,Ask for help,False
False,9,desk,29,0.45470237731933594,Ask for help,False,29,0.5683241486549377,Ask for help,False
False,30,toilet,30,0.44151389598846436,Ask for help,True,2,0.32762375473976135,Ask for help,False
False,10,door,8,0.7644903063774109,Ask for help,False,8,0.6159352660179138,Ask for help,False
False,2,bed,29,0.4347604811191559,Ask for help,False,2,0.9253492951393127,Grasp,True
False,6,chair,28,0.4245622754096985,Ask for help,False,6,0.994921863079071,Grasp,True
False,25,sofa,19,0.37213167548179626,Ask for help,False,25,0.998921811580658,Grasp,True
False,21,plant,20,0.5341446995735168,Ask for help,False,21,0.5522739291191101,Ask for help,True
False,0,airplane,0,0.40454787015914917,Ask for help,True,0,0.9980689287185669,Grasp,True
False,21,plant,28,0.6820345520973206,Ask for help,False,21,0.409252792596817,Ask for help,True
False,28,table,28,0.7863504886627197,Re-scan,True,6,0.6546909213066101,Ask for help,False
False,27,stool,15,0.32679635286331177,Ask for help,False,27,0.2764923870563507,Ask for help,True
False,25,sofa,28,0.8564534783363342,Re-scan,False,25,0.8170787692070007,Re-scan,True
False,17,monitor,19,0.5581779479980469,Ask for help,False,17,0.9758692383766174,Grasp,True
False,26,stairs,19,0.6793440580368042,Ask for help,False,26,0.9594414830207825,Grasp,True
False,20,piano,15,0.44211044907569885,Ask for help,False,29,0.7241780757904053,Ask for help,False
False,19,person,8,0.2973967492580414,Ask for help,False,16,0.4496985077857971,Ask for help,False
False,28,table,8,0.4582103192806244,Ask for help,False,28,0.989810049533844,Grasp,True
False,2,bed,2,0.4582306444644928,Ask for help,True,2,0.5498910546302795,Ask for help,True
False,30,toilet,6,0.26915520429611206,Ask for help,False,30,0.9979339838027954,Grasp,True
False,21,plant,9,0.7485682964324951,Ask for help,False,21,0.951095700263977,Grasp,True
False,19,person,19,0.5795581936836243,Ask for help,True,19,0.4848959743976593,Ask for help,True
False,13,glass_box,6,0.36078575253486633,Ask for help,False,18,0.38700416684150696,Ask for help,False
False,2,bed,28,0.4827503263950348,Ask for help,False,3,0.6139988303184509,Ask for help,False
True,5,bottle,22,0.4134804308414459,Ask for help,,7,0.31038492918014526,Ask for help,
False,6,chair,8,0.49868112802505493,Ask for help,False,8,0.4447292387485504,Ask for help,False
False,4,bookshelf,15,0.29382601380348206,Ask for help,False,8,0.38025861978530884,Ask for help,False
False,19,person,8,0.4719240963459015,Ask for help,False,19,0.3101004958152771,Ask for help,True
False,13,glass_box,28,0.7729476690292358,Ask for help,False,24,0.5146650075912476,Ask for help,False
False,21,plant,8,0.2936263382434845,Ask for help,False,34,0.30898579955101013,Ask for help,False
False,17,monitor,14,0.425155371427536,Ask for help,False,17,0.9951961040496826,Grasp,True
False,9,desk,15,0.548595666885376,Ask for help,False,26,0.6037951111793518,Ask for help,False
False,31,tv_stand,21,0.3036912977695465,Ask for help,False,4,0.6294838190078735,Ask for help,False
False,0,airplane,8,0.6138608455657959,Ask for help,False,0,0.9976922273635864,Grasp,True
True,20,laptop,19,0.7636470794677734,Ask for help,,29,0.3213058412075043,Ask for help,
False,3,bench,19,0.1895482838153839,Ask for help,False,3,0.9710835814476013,Grasp,True
False,13,glass_box,28,0.39535343647003174,Ask for help,False,33,0.5870057344436646,Ask for help,False
False,12,flower_pot,21,0.7374985814094543,Ask for help,False,21,0.45275551080703735,Ask for help,False
False,31,tv_stand,27,0.20156624913215637,Ask for help,False,24,0.38115349411964417,Ask for help,False
False,30,toilet,30,0.43974438309669495,Ask for help,True,30,0.522704541683197,Ask for help,True
False,6,chair,6,0.6106237769126892,Ask for help,True,6,0.8881118893623352,Grasp,True
False,10,door,21,0.38222163915634155,Ask for help,False,10,0.9667252898216248,Grasp,True
False,13,glass_box,28,0.8693845868110657,Re-scan,False,13,0.6098960638046265,Ask for help,True
False,13,glass_box,28,0.3861936628818512,Ask for help,False,29,0.5608324408531189,Ask for help,False
False,17,monitor,29,0.8392060399055481,Re-scan,False,2,0.2758585512638092,Ask for help,False
False,26,stairs,21,0.45960506796836853,Ask for help,False,26,0.9100073575973511,Grasp,True
False,13,glass_box,16,0.3532840609550476,Ask for help,False,6,0.7503127455711365,Ask for help,False
False,23,range_hood,27,0.5672019720077515,Ask for help,False,23,0.8192843198776245,Re-scan,True
False,25,sofa,29,0.4703674912452698,Ask for help,False,19,0.6073192358016968,Ask for help,False
False,17,monitor,28,0.830897331237793,Re-scan,False,6,0.8110189437866211,Re-scan,False
False,13,glass_box,29,0.7082207798957825,Ask for help,False,11,0.6255177855491638,Ask for help,False
False,32,vase,21,0.5010259747505188,Ask for help,False,32,0.8327252864837646,Re-scan,True
False,1,bathtub,19,0.7706335783004761,Ask for help,False,19,0.6170254349708557,Ask for help,False
False,5,car,28,0.8931566476821899,Grasp,False,5,0.9944084286689758,Grasp,True
False,25,sofa,2,0.34162649512290955,Ask for help,False,3,0.38732993602752686,Ask for help,False
False,7,cone,21,0.35812872648239136,Ask for help,False,7,0.9920839667320251,Grasp,True
False,17,monitor,8,0.4106573462486267,Ask for help,False,19,0.7143449783325195,Ask for help,False
False,32,vase,21,0.4379666745662689,Ask for help,False,32,0.8743945956230164,Re-scan,True
False,29,tent,28,0.6574336886405945,Ask for help,False,29,0.8586318492889404,Re-scan,True
False,6,chair,6,0.3073287308216095,Ask for help,True,6,0.9756612181663513,Grasp,True
False,24,sink,29,0.612288236618042,Ask for help,False,24,0.9820289611816406,Grasp,True
False,12,flower_pot,21,0.3816269636154175,Ask for help,False,21,0.45148155093193054,Ask for help,False
False,14,guitar,14,0.5131490230560303,Ask for help,True,14,0.8903161287307739,Grasp,True
False,13,glass_box,8,0.7705097794532776,Ask for help,False,8,0.5488067269325256,Ask for help,False
False,11,dresser,21,0.41448694467544556,Ask for help,False,31,0.8966698050498962,Grasp,False
False,7,cone,29,0.49512189626693726,Ask for help,False,7,0.9716653823852539,Grasp,True
False,25,sofa,19,0.5014054179191589,Ask for help,False,25,0.9995591044425964,Grasp,True
False,13,glass_box,28,0.4979742169380188,Ask for help,False,28,0.4331728518009186,Ask for help,False
False,30,toilet,20,0.23313933610916138,Ask for help,False,30,0.9456151127815247,Grasp,True
False,11,dresser,34,0.36448824405670166,Ask for help,False,29,0.38376808166503906,Ask for help,False
False,9,desk,9,0.9354628920555115,Grasp,True,9,0.9204127788543701,Grasp,True
False,23,range_hood,21,0.31354644894599915,Ask for help,False,16,0.5889676213264465,Ask for help,False
False,5,car,28,0.2953919768333435,Ask for help,False,15,0.22294296324253082,Ask for help,False
False,17,monitor,22,0.38793647289276123,Ask for help,False,17,0.5432808995246887,Ask for help,True
False,23,range_hood,6,0.8545981049537659,Re-scan,False,23,0.8585935235023499,Re-scan,True
False,14,guitar,8,0.49524253606796265,Ask for help,False,14,0.9949406385421753,Grasp,True
False,27,stool,21,0.381410151720047,Ask for help,False,26,0.43871545791625977,Ask for help,False
False,7,cone,21,0.2745901644229889,Ask for help,False,22,0.2998329699039459,Ask for help,False
False,4,bookshelf,28,0.7600481510162354,Ask for help,False,31,0.2346070259809494,Ask for help,False
False,0,airplane,2,0.471192330121994,Ask for help,False,0,0.9946671724319458,Grasp,True
False,32,vase,28,0.300540030002594,Ask for help,False,32,0.8086690306663513,Re-scan,True
False,14,guitar,8,0.7472466230392456,Ask for help,False,14,0.7008841037750244,Ask for help,True
False,13,glass_box,28,0.8436445593833923,Re-scan,False,9,0.3870278596878052,Ask for help,False
False,4,bookshelf,27,0.6495874524116516,Ask for help,False,4,0.799891471862793,Re-scan,True
True,5,bottle,15,0.3857232332229614,Ask for help,,32,0.5213495492935181,Ask for help,
False,22,radio,22,0.33973607420921326,Ask for help,True,22,0.855898916721344,Re-scan,True
False,30,toilet,30,0.47220751643180847,Ask for help,True,30,0.991855263710022,Grasp,True
False,1,bathtub,0,0.4572157561779022,Ask for help,False,0,0.23881511390209198,Ask for help,False
False,30,toilet,21,0.25261232256889343,Ask for help,False,30,0.8563795685768127,Re-scan,True
False,16,mantel,28,0.5702906250953674,Ask for help,False,28,0.6151562333106995,Ask for help,False
False,30,toilet,19,0.41090086102485657,Ask for help,False,6,0.8285776972770691,Re-scan,False
False,33,wardrobe,27,0.4498986601829529,Ask for help,False,16,0.6520633697509766,Ask for help,False
False,18,night_stand,19,0.42985719442367554,Ask for help,False,24,0.24655450880527496,Ask for help,False
False,20,piano,28,0.9150789976119995,Grasp,False,9,0.6978233456611633,Ask for help,False
False,1,bathtub,28,0.7311504483222961,Ask for help,False,2,0.4281699061393738,Ask for help,False
False,18,night_stand,21,0.2491033524274826,Ask for help,False,16,0.2882383465766907,Ask for help,False
False,11,dresser,28,0.4736732244491577,Ask for help,False,24,0.6956948637962341,Ask for help,False
False,16,mantel,8,0.3371325135231018,Ask for help,False,16,0.9289072751998901,Grasp,True
False,9,desk,28,0.8716346621513367,Re-scan,False,9,0.7622336149215698,Ask for help,True
False,3,bench,15,0.45632264018058777,Ask for help,False,3,0.32675302028656006,Ask for help,True
False,32,vase,15,0.6611756086349487,Ask for help,False,32,0.7661923766136169,Ask for help,True
False,14,guitar,8,0.5765267610549927,Ask for help,False,14,0.7743666768074036,Ask for help,True
False,23,range_hood,6,0.8871311545372009,Grasp,False,24,0.2164541631937027,Ask for help,False
False,21,plant,21,0.7116934657096863,Ask for help,True,21,0.5981568098068237,Ask for help,True
False,21,plant,19,0.5613150000572205,Ask for help,False,21,0.9017229676246643,Grasp,True
False,23,range_hood,15,0.23954340815544128,Ask for help,False,10,0.9403984546661377,Grasp,False
False,1,bathtub,28,0.45375856757164,Ask for help,False,1,0.9373868107795715,Grasp,True
False,2,bed,8,0.40534713864326477,Ask for help,False,0,0.670526385307312,Ask for help,False
False,21,plant,21,0.6015140414237976,Ask for help,True,21,0.5320582985877991,Ask for help,True
False,28,table,22,0.43272143602371216,Ask for help,False,26,0.2698211073875427,Ask for help,False
False,30,toilet,30,0.21585188806056976,Ask for help,True,30,0.9967917203903198,Grasp,True
True,18,keyboard,26,0.3931379020214081,Ask for help,,14,0.8476808071136475,Re-scan,
False,25,sofa,6,0.44908103346824646,Ask for help,False,24,0.5729420185089111,Ask for help,False
False,2,bed,22,0.2290508896112442,Ask for help,False,8,0.35256296396255493,Ask for help,False
False,21,plant,28,0.6619692444801331,Ask for help,False,21,0.9461988806724548,Grasp,True
False,23,range_hood,6,0.7350305318832397,Ask for help,False,23,0.9850261807441711,Grasp,True
False,11,dresser,19,0.3207247853279114,Ask for help,False,29,0.916955828666687,Grasp,False
False,13,glass_box,29,0.4303087294101715,Ask for help,False,11,0.6166843175888062,Ask for help,False
True,10,cup,15,0.5396814942359924,Ask for help,,32,0.4208426773548126,Ask for help,
False,12,flower_pot,29,0.4792232811450958,Ask for help,False,32,0.5202714204788208,Ask for help,False
False,6,chair,21,0.42569610476493835,Ask for help,False,6,0.935897707939148,Grasp,True
False,25,sofa,6,0.18408355116844177,Ask for help,False,28,0.2378421127796173,Ask for help,False
False,13,glass_box,29,0.4486890435218811,Ask for help,False,29,0.4074610471725464,Ask for help,False
True,5,bottle,26,0.3299037218093872,Ask for help,,12,0.44840461015701294,Ask for help,
False,14,guitar,22,0.6165515780448914,Ask for help,False,14,0.9719878435134888,Grasp,True
False,11,dresser,28,0.9869943261146545,Grasp,False,28,0.6424545049667358,Ask for help,False
False,20,piano,21,0.30129119753837585,Ask for help,False,16,0.9907716512680054,Grasp,False
False,1,bathtub,8,0.4890713691711426,Ask for help,False,19,0.41935965418815613,Ask for help,False
False,21,plant,21,0.4132137894630432,Ask for help,True,26,0.733686089515686,Ask for help,False
False,14,guitar,8,0.648906946182251,Ask for help,False,8,0.5888525247573853,Ask for help,False
False,17,monitor,29,0.5538674592971802,Ask for help,False,29,0.5153482556343079,Ask for help,False
False,13,glass_box,29,0.3811018764972687,Ask for help,False,13,0.32174673676490784,Ask for help,True
False,13,glass_box,28,0.9001314640045166,Grasp,False,29,0.5395529270172119,Ask for help,False
False,15,lamp,8,0.3345184922218323,Ask for help,False,32,0.44951921701431274,Ask for help,False
False,9,desk,22,0.3169257342815399,Ask for help,False,9,0.9021214842796326,Grasp,True
True,10,cup,15,0.4438266158103943,Ask for help,,15,0.5688852071762085,Ask for help,
False,5,car,29,0.756156861782074,Ask for help,False,5,0.9935725927352905,Grasp,True
False,4,bookshelf,29,0.3470837473869324,Ask for help,False,31,0.6382991671562195,Ask for help,False
False,32,vase,28,0.8827046751976013,Grasp,False,6,0.9900203943252563,Grasp,False
False,32,vase,29,0.4876146912574768,Ask for help,False,32,0.8285395503044128,Re-scan,True
False,6,chair,6,0.43098291754722595,Ask for help,True,6,0.7276185750961304,Ask for help,True
False,6,chair,8,0.7272967100143433,Ask for help,False,6,0.9804732799530029,Grasp,True
False,0,airplane,19,0.6314206719398499,Ask for help,False,34,0.3534620702266693,Ask for help,False
False,28,table,8,0.5235480666160583,Ask for help,False,8,0.26203736662864685,Ask for help,False
False,14,guitar,15,0.588108241558075,Ask for help,False,14,0.9692951440811157,Grasp,True
False,30,toilet,28,0.7147060036659241,Ask for help,False,30,0.9607046842575073,Grasp,True
False,4,bookshelf,21,0.2553662955760956,Ask for help,False,4,0.44121310114860535,Ask for help,True
False,16,mantel,6,0.22102780640125275,Ask for help,False,16,0.988540530204773,Grasp,True
False,16,mantel,21,0.2070397436618805,Ask for help,False,16,0.8510735034942627,Re-scan,True
True,5,bottle,22,0.23525723814964294,Ask for help,,32,0.23864009976387024,Ask for help,
False,17,monitor,19,0.7694206833839417,Ask for help,False,17,0.6603744626045227,Ask for help,True
False,14,guitar,8,0.8512656688690186,Re-scan,False,14,0.9310367703437805,Grasp,True
False,25,sofa,34,0.22576472163200378,Ask for help,False,25,0.9350944757461548,Grasp,True
False,11,dresser,29,0.44790366291999817,Ask for help,False,11,0.672854483127594,Ask for help,True
False,13,glass_box,28,0.5564109086990356,Ask for help,False,9,0.4734484851360321,Ask for help,False
False,21,plant,21,0.4730698764324188,Ask for help,True,21,0.4083302915096283,Ask for help,True
False,28,table,0,0.35309040546417236,Ask for help,False,28,0.7582541108131409,Ask for help,True
False,28,table,28,0.9624993801116943,Grasp,True,28,0.9927878975868225,Grasp,True
False,28,table,19,0.3036651611328125,Ask for help,False,9,0.7850877046585083,Re-scan,False
False,11,dresser,29,0.4838581681251526,Ask for help,False,11,0.8547190427780151,Re-scan,True
False,30,toilet,29,0.5502270460128784,Ask for help,False,29,0.5076820850372314,Ask for help,False
False,5,car,22,0.576171338558197,Ask for help,False,5,0.8827650547027588,Grasp,True
False,25,sofa,19,0.5039984583854675,Ask for help,False,25,0.8920168280601501,Grasp,True
False,5,car,30,0.5476967692375183,Ask for help,False,30,0.6817463040351868,Ask for help,False
False,11,dresser,28,0.5732486248016357,Ask for help,False,29,0.47906532883644104,Ask for help,False
False,20,piano,28,0.21702805161476135,Ask for help,False,20,0.6166093349456787,Ask for help,True
False,5,car,21,0.26419150829315186,Ask for help,False,5,0.7421906590461731,Ask for help,True
