is_ood,true_label,true_class_name,k1_pred,k1_confidence,k1_action,k1_correct,scan2_pred,scan2_confidence,scan2_correct,scan2_high_conf_correct,scan3_pred,scan3_confidence,scan3_correct,scan3_high_conf_correct,agreement_pred,agreement_confidence,agreement_action,agreement_correct,scans_agreed
False,32,vase,28,0.4162100851535797,Ask for help,False,8,0.47992077469825745,False,False,28,0.35553207993507385,False,False,28.0,0.3858710825443268,Ask for help,False,True
False,23,range_hood,24,0.36541664600372314,Ask for help,False,6,0.484758198261261,False,False,21,0.4360501766204834,False,False,,0.0,Ask for help,False,False
False,25,sofa,29,0.9716165661811829,Grasp,False,6,0.45690590143203735,False,False,26,0.2846209406852722,False,False,,0.0,Ask for help,False,False
False,16,mantel,28,0.7077952027320862,Ask for help,False,10,0.7902616262435913,False,False,28,0.5733915567398071,False,False,28.0,0.6405933797359467,Ask for help,False,True
False,18,night_stand,22,0.33503758907318115,Ask for help,False,6,0.4664258062839508,False,False,28,0.8246774673461914,False,False,,0.0,Ask for help,False,False
False,25,sofa,19,0.9064943194389343,Grasp,False,6,0.6162270307540894,False,False,19,0.915019154548645,False,False,19.0,0.9107567369937897,Grasp,False,True
False,23,range_hood,28,0.41837531328201294,Ask for help,False,27,0.311614453792572,False,False,34,0.349135160446167,False,False,,0.0,Ask for help,False,False
False,16,mantel,27,0.3748951554298401,Ask for help,False,21,0.4385749399662018,False,False,28,0.3815915584564209,False,False,,0.0,Ask for help,False,False
False,11,dresser,15,0.3835096061229706,Ask for help,False,29,0.7923759818077087,False,False,22,0.5863507986068726,False,False,,0.0,Ask for help,False,False
False,11,dresser,21,0.6290934681892395,Ask for help,False,28,0.7566174268722534,False,False,22,0.35588547587394714,False,False,,0.0,Ask for help,False,False
False,0,airplane,8,0.4663172662258148,Ask for help,False,19,0.4949865937232971,False,False,2,0.23444266617298126,False,False,,0.0,Ask for help,False,False
False,4,bookshelf,27,0.8789979815483093,Grasp,False,21,0.503247857093811,False,False,21,0.3855046033859253,False,False,21.0,0.44437623023986816,Ask for help,False,True
False,5,car,29,0.5594099164009094,Ask for help,False,2,0.5339063405990601,False,False,28,0.777653157711029,False,False,,0.0,Ask for help,False,False
False,16,mantel,29,0.42368707060813904,Ask for help,False,28,0.6723096966743469,False,False,28,0.7571187019348145,False,False,28.0,0.7147141993045807,Ask for help,False,True
False,28,table,22,0.3692525327205658,Ask for help,False,28,0.9717577695846558,True,True,8,0.5226055383682251,False,False,,0.0,Ask for help,False,False
False,6,chair,8,0.3567442297935486,Ask for help,False,6,0.48124146461486816,True,False,21,0.30075138807296753,False,False,,0.0,Ask for help,False,False
False,11,dresser,22,0.5341107249259949,Ask for help,False,22,0.40024685859680176,False,False,28,0.47995060682296753,False,False,22.0,0.4671787917613983,Ask for help,False,True
False,34,xbox,22,0.4694936275482178,Ask for help,False,21,0.48974257707595825,False,False,21,0.4280504286289215,False,False,21.0,0.4588965028524399,Ask for help,False,True
False,17,monitor,28,0.6203881502151489,Ask for help,False,34,0.36747226119041443,False,False,29,0.844056248664856,False,False,,0.0,Ask for help,False,False
False,33,wardrobe,10,0.1834489405155182,Ask for help,False,8,0.46932411193847656,False,False,28,0.41404300928115845,False,False,,0.0,Ask for help,False,False
False,20,piano,16,0.5261281132698059,Ask for help,False,16,0.5761255025863647,False,False,6,0.2748832404613495,False,False,16.0,0.5511268079280853,Ask for help,False,True
False,28,table,28,0.4485297203063965,Ask for help,True,28,0.8343615531921387,True,False,6,0.5389354228973389,False,False,28.0,0.6414456367492676,Ask for help,True,True
False,33,wardrobe,29,0.893525242805481,Grasp,False,29,0.905504047870636,False,False,29,0.47469383478164673,False,False,29.0,0.7579077084859213,Ask for help,False,True
False,18,night_stand,30,0.24522742629051208,Ask for help,False,8,0.582156777381897,False,False,29,0.33371955156326294,False,False,,0.0,Ask for help,False,False
False,30,toilet,28,0.3161681890487671,Ask for help,False,28,0.4629858434200287,False,False,29,0.4677116274833679,False,False,28.0,0.3895770162343979,Ask for help,False,True
False,30,toilet,21,0.3053961396217346,Ask for help,False,30,0.7239679098129272,True,False,30,0.4361691474914551,True,False,30.0,0.5800685286521912,Ask for help,True,True
False,4,bookshelf,27,0.64641273021698,Ask for help,False,27,0.42904385924339294,False,False,8,0.35254496335983276,False,False,27.0,0.5377282947301865,Ask for help,False,True
False,2,bed,8,0.3746652901172638,Ask for help,False,2,0.3479164242744446,True,False,29,0.30069467425346375,False,False,,0.0,Ask for help,False,False
False,17,monitor,19,0.49072080850601196,Ask for help,False,29,0.30852651596069336,False,False,29,0.33674371242523193,False,False,29.0,0.32263511419296265,Ask for help,False,True
False,4,bookshelf,8,0.4465385377407074,Ask for help,False,8,0.3885306119918823,False,False,3,0.3488745093345642,False,False,8.0,0.41753457486629486,Ask for help,False,True
False,23,range_hood,28,0.5264154672622681,Ask for help,False,8,0.1892973631620407,False,False,8,0.43465080857276917,False,False,8.0,0.31197408586740494,Ask for help,False,True
False,14,guitar,26,0.5625056028366089,Ask for help,False,8,0.37650585174560547,False,False,8,0.5009059906005859,False,False,8.0,0.4387059211730957,Ask for help,False,True
False,17,monitor,19,0.5839303731918335,Ask for help,False,29,0.49535274505615234,False,False,8,0.5248233079910278,False,False,,0.0,Ask for help,False,False
False,34,xbox,29,0.7222495079040527,Ask for help,False,24,0.32375237345695496,False,False,6,0.30556973814964294,False,False,,0.0,Ask for help,False,False
False,31,tv_stand,28,0.5148727297782898,Ask for help,False,6,0.2801901698112488,False,False,26,0.5995351672172546,False,False,,0.0,Ask for help,False,False
False,13,glass_box,28,0.7531706690788269,Ask for help,False,15,0.18423862755298615,False,False,10,0.47027531266212463,False,False,,0.0,Ask for help,False,False
False,31,tv_stand,15,0.34608179330825806,Ask for help,False,3,0.32399216294288635,False,False,6,0.5334537625312805,False,False,,0.0,Ask for help,False,False
False,22,radio,22,0.5169237852096558,Ask for help,True,30,0.44498270750045776,False,False,30,0.7693510055541992,False,False,30.0,0.6071668565273285,Ask for help,False,True
False,2,bed,29,0.39599841833114624,Ask for help,False,2,0.21611812710762024,True,False,6,0.25401872396469116,False,False,,0.0,Ask for help,False,False
False,16,mantel,10,0.34470894932746887,Ask for help,False,27,0.529662013053894,False,False,27,0.7425967454910278,False,False,27.0,0.6361293792724609,Ask for help,False,True
False,7,cone,30,0.41321295499801636,Ask for help,False,29,0.3696252703666687,False,False,15,0.4056674540042877,False,False,,0.0,Ask for help,False,False
False,21,plant,21,0.3626782298088074,Ask for help,True,28,0.3634585440158844,False,False,21,0.44885602593421936,True,False,21.0,0.40576712787151337,Ask for help,True,True
False,9,desk,30,0.42859727144241333,Ask for help,False,21,0.3029268682003021,False,False,30,0.430807501077652,False,False,30.0,0.42970238626003265,Ask for help,False,True
False,29,tent,21,0.4267035126686096,Ask for help,False,21,0.4326377809047699,False,False,28,0.396942675113678,False,False,21.0,0.42967064678668976,Ask for help,False,True
False,28,table,26,0.31053629517555237,Ask for help,False,28,0.937933623790741,True,True,28,0.45649009943008423,True,False,28.0,0.6972118616104126,Ask for help,True,True
False,0,airplane,19,0.38462814688682556,Ask for help,False,8,0.5851622819900513,False,False,8,0.3524986207485199,False,False,8.0,0.4688304513692856,Ask for help,False,True
False,16,mantel,28,0.835702121257782,Re-scan,False,28,0.5840917825698853,False,False,28,0.359209269285202,False,False,28.0,0.5930010577042898,Ask for help,False,True
False,31,tv_stand,27,0.39545467495918274,Ask for help,False,29,0.4504719376564026,False,False,3,0.7367010116577148,False,False,,0.0,Ask for help,False,False
False,5,car,21,0.39127928018569946,Ask for help,False,19,0.27277207374572754,False,False,28,0.27641525864601135,False,False,,0.0,Ask for help,False,False
False,2,bed,29,0.5087331533432007,Ask for help,False,34,0.28712692856788635,False,False,6,0.7191938161849976,False,False,,0.0,Ask for help,False,False
False,0,airplane,26,0.32798120379447937,Ask for help,False,8,0.8405725359916687,False,False,28,0.626478374004364,False,False,,0.0,Ask for help,False,False
False,30,toilet,30,0.4974404275417328,Ask for help,True,28,0.5545467138290405,False,False,30,0.6505863666534424,True,False,30.0,0.5740133970975876,Ask for help,True,True
False,2,bed,22,0.26544684171676636,Ask for help,False,28,0.28227660059928894,False,False,28,0.7078220844268799,False,False,28.0,0.4950493425130844,Ask for help,False,True
False,25,sofa,19,0.6565236449241638,Ask for help,False,28,0.8816841244697571,False,False,19,0.4451659321784973,False,False,19.0,0.5508447885513306,Ask for help,False,True
False,16,mantel,28,0.36777597665786743,Ask for help,False,15,0.5264451503753662,False,False,16,0.2988276779651642,True,False,,0.0,Ask for help,False,False
False,9,desk,28,0.46738776564598083,Ask for help,False,8,0.32217055559158325,False,False,28,0.4132178723812103,False,False,28.0,0.4403028190135956,Ask for help,False,True
False,25,sofa,19,0.8559209704399109,Re-scan,False,19,0.9474390745162964,False,False,9,0.37647002935409546,False,False,19.0,0.9016800224781036,Grasp,False,True
False,9,desk,29,0.23629550635814667,Ask for help,False,22,0.4196140170097351,False,False,28,0.46742281317710876,False,False,,0.0,Ask for help,False,False
False,30,toilet,8,0.44424134492874146,Ask for help,False,29,0.43385154008865356,False,False,26,0.7204173803329468,False,False,,0.0,Ask for help,False,False
False,9,desk,19,0.44205722212791443,Ask for help,False,29,0.6835914850234985,False,False,8,0.407418817281723,False,False,,0.0,Ask for help,False,False
False,30,toilet,26,0.6954549551010132,Ask for help,False,26,0.39874786138534546,False,False,8,0.3535662591457367,False,False,26.0,0.5471014082431793,Ask for help,False,True
False,30,toilet,29,0.466380774974823,Ask for help,False,28,0.5725040435791016,False,False,26,0.32305335998535156,False,False,,0.0,Ask for help,False,False
False,0,airplane,0,0.32726210355758667,Ask for help,True,8,0.3018091320991516,False,False,0,0.8587669134140015,True,False,0.0,0.5930145084857941,Ask for help,True,True
False,12,flower_pot,21,0.6114227771759033,Ask for help,False,15,0.35944676399230957,False,False,21,0.41140881180763245,False,False,21.0,0.5114157944917679,Ask for help,False,True
False,21,plant,28,0.4529353976249695,Ask for help,False,28,0.5014609694480896,False,False,21,0.7444300055503845,True,False,28.0,0.47719818353652954,Ask for help,False,True
False,7,cone,8,0.5869649648666382,Ask for help,False,15,0.6050276160240173,False,False,7,0.4455362856388092,True,False,,0.0,Ask for help,False,False
False,16,mantel,27,0.3326053023338318,Ask for help,False,10,0.38594767451286316,False,False,28,0.5992433428764343,False,False,,0.0,Ask for help,False,False
False,13,glass_box,28,0.23943038284778595,Ask for help,False,28,0.45415154099464417,False,False,28,0.31470513343811035,False,False,28.0,0.3360956857601802,Ask for help,False,True
False,6,chair,26,0.3504825234413147,Ask for help,False,30,0.37777912616729736,False,False,29,0.5768058896064758,False,False,,0.0,Ask for help,False,False
False,21,plant,21,0.421381413936615,Ask for help,True,22,0.2309006154537201,False,False,15,0.22807474434375763,False,False,,0.0,Ask for help,False,False
False,18,night_stand,6,0.33951276540756226,Ask for help,False,29,0.7972649335861206,False,False,21,0.42023640871047974,False,False,,0.0,Ask for help,False,False
False,33,wardrobe,27,0.36725378036499023,Ask for help,False,15,0.4862160086631775,False,False,27,0.3596464991569519,False,False,27.0,0.36345013976097107,Ask for help,False,True
False,3,bench,3,0.36568936705589294,Ask for help,True,21,0.37133651971817017,False,False,28,0.5757942795753479,False,False,,0.0,Ask for help,False,False
False,31,tv_stand,28,0.9411694407463074,Grasp,False,29,0.6339088678359985,False,False,29,0.6137729287147522,False,False,29.0,0.6238408982753754,Ask for help,False,True
False,29,tent,28,0.8263015747070312,Re-scan,False,19,0.67366623878479,False,False,19,0.5872427225112915,False,False,19.0,0.6304544806480408,Ask for help,False,True
False,32,vase,15,0.42933160066604614,Ask for help,False,15,0.4916345179080963,False,False,22,0.2971263527870178,False,False,15.0,0.46048305928707123,Ask for help,False,True
False,5,car,30,0.5415297746658325,Ask for help,False,30,0.2991434633731842,False,False,29,0.3966678977012634,False,False,30.0,0.42033661901950836,Ask for help,False,True
False,0,airplane,21,0.3070380389690399,Ask for help,False,8,0.44541803002357483,False,False,0,0.6113810539245605,True,False,,0.0,Ask for help,False,False
False,6,chair,28,0.3180682063102722,Ask for help,False,28,0.6914235353469849,False,False,28,0.460222065448761,False,False,28.0,0.48990460236867267,Ask for help,False,True
False,30,toilet,30,0.6325625777244568,Ask for help,True,26,0.6719950437545776,False,False,26,0.5586692094802856,False,False,26.0,0.6153321266174316,Ask for help,False,True
False,21,plant,14,0.43348169326782227,Ask for help,False,21,0.5531749725341797,True,False,22,0.37492603063583374,False,False,,0.0,Ask for help,False,False
False,21,plant,28,0.7455243468284607,Ask for help,False,28,0.9812247157096863,False,False,28,0.9977442026138306,False,False,28.0,0.9081644217173258,Grasp,False,True
False,30,toilet,8,0.5634261965751648,Ask for help,False,30,0.6155245900154114,True,False,30,0.789857804775238,True,False,30.0,0.7026911973953247,Ask for help,True,True
False,14,guitar,22,0.47919026017189026,Ask for help,False,14,0.6390559673309326,True,False,14,0.6398290395736694,True,False,14.0,0.639442503452301,Ask for help,True,True
False,0,airplane,14,0.5722641944885254,Ask for help,False,21,0.37839481234550476,False,False,0,0.35678038001060486,True,False,,0.0,Ask for help,False,False
False,20,piano,27,0.45317593216896057,Ask for help,False,21,0.2984442710876465,False,False,3,0.5972395539283752,False,False,,0.0,Ask for help,False,False
False,31,tv_stand,28,0.5750939846038818,Ask for help,False,8,0.5248311758041382,False,False,15,0.3673609793186188,False,False,,0.0,Ask for help,False,False
False,30,toilet,28,0.6120961904525757,Ask for help,False,22,0.23535101115703583,False,False,8,0.44529253244400024,False,False,,0.0,Ask for help,False,False
False,17,monitor,29,0.42097315192222595,Ask for help,False,29,0.7864023447036743,False,False,29,0.7267576456069946,False,False,29.0,0.644711047410965,Ask for help,False,True
False,9,desk,28,0.9756320714950562,Grasp,False,28,0.7070857286453247,False,False,28,0.4672546982765198,False,False,28.0,0.7166574994723002,Ask for help,False,True
False,14,guitar,8,0.36759036779403687,Ask for help,False,8,0.3575843870639801,False,False,8,0.805071234703064,False,False,8.0,0.5100819965203603,Ask for help,False,True
False,32,vase,10,0.40652093291282654,Ask for help,False,15,0.22420386970043182,False,False,21,0.5941802263259888,False,False,,0.0,Ask for help,False,False
False,16,mantel,28,0.6547766923904419,Ask for help,False,16,0.40290284156799316,True,False,8,0.7649534344673157,False,False,,0.0,Ask for help,False,False
False,0,airplane,8,0.6492167115211487,Ask for help,False,0,0.8750221133232117,True,False,8,0.5278193950653076,False,False,8.0,0.5885180532932281,Ask for help,False,True
False,13,glass_box,28,0.5458142757415771,Ask for help,False,19,0.5965362787246704,False,False,28,0.5358689427375793,False,False,28.0,0.5408416092395782,Ask for help,False,True
False,10,door,21,0.3815140128135681,Ask for help,False,8,0.43380728363990784,False,False,8,0.5639192461967468,False,False,8.0,0.49886326491832733,Ask for help,False,True
False,14,guitar,14,0.6070891618728638,Ask for help,True,8,0.5529748201370239,False,False,8,0.5505937933921814,False,False,8.0,0.5517843067646027,Ask for help,False,True
False,2,bed,0,0.3603278696537018,Ask for help,False,8,0.3415316939353943,False,False,2,0.3138046860694885,True,False,,0.0,Ask for help,False,False
False,17,monitor,0,0.904288649559021,Grasp,False,28,0.7147252559661865,False,False,0,0.36447325348854065,False,False,0.0,0.6343809515237808,Ask for help,False,True
False,17,monitor,29,0.5671640634536743,Ask for help,False,28,0.8403018712997437,False,False,28,0.4335230886936188,False,False,28.0,0.6369124799966812,Ask for help,False,True
False,20,piano,28,0.5390084981918335,Ask for help,False,19,0.8617251515388489,False,False,8,0.37823033332824707,False,False,,0.0,Ask for help,False,False
False,0,airplane,8,0.6906930208206177,Ask for help,False,8,0.46777957677841187,False,False,0,0.2732631266117096,True,False,8.0,0.5792362987995148,Ask for help,False,True
False,10,door,8,0.40979495644569397,Ask for help,False,21,0.4957900047302246,False,False,21,0.35550540685653687,False,False,21.0,0.42564770579338074,Ask for help,False,True
False,21,plant,27,0.7281665802001953,Ask for help,False,28,0.4077203869819641,False,False,27,0.829020619392395,False,False,27.0,0.7785935997962952,Re-scan,False,True
False,20,piano,19,0.6758084893226624,Ask for help,False,19,0.8650864362716675,False,False,20,0.559302031993866,True,False,19.0,0.7704474627971649,Ask for help,False,True
False,5,car,21,0.4992399215698242,Ask for help,False,21,0.3361549973487854,False,False,21,0.7311087846755981,False,False,21.0,0.5221679011980692,Ask for help,False,True
False,11,dresser,15,0.5272486805915833,Ask for help,False,32,0.18438108265399933,False,False,6,0.3559736907482147,False,False,,0.0,Ask for help,False,False
False,34,xbox,21,0.3732677400112152,Ask for help,False,29,0.24213893711566925,False,False,21,0.5158711075782776,False,False,21.0,0.4445694237947464,Ask for help,False,True
False,23,range_hood,28,0.6554692983627319,Ask for help,False,3,0.4166263937950134,False,False,10,0.6450420618057251,False,False,,0.0,Ask for help,False,False
False,32,vase,15,0.3021474778652191,Ask for help,False,21,0.42084693908691406,False,False,29,0.35172778367996216,False,False,,0.0,Ask for help,False,False
False,12,flower_pot,21,0.704770028591156,Ask for help,False,21,0.5762456655502319,False,False,29,0.29413822293281555,False,False,21.0,0.640507847070694,Ask for help,False,True
False,5,car,21,0.46568799018859863,Ask for help,False,15,0.5716699361801147,False,False,15,0.32059136033058167,False,False,15.0,0.4461306482553482,Ask for help,False,True
False,16,mantel,28,0.9739431142807007,Grasp,False,28,0.6965271830558777,False,False,27,0.2996852695941925,False,False,28.0,0.8352351486682892,Re-scan,False,True
False,14,guitar,15,0.30813270807266235,Ask for help,False,26,0.3088436722755432,False,False,22,0.66965651512146,False,False,,0.0,Ask for help,False,False
False,11,dresser,28,0.3001514971256256,Ask for help,False,28,0.8211110234260559,False,False,28,0.7661536931991577,False,False,28.0,0.6291387379169464,Ask for help,False,True
False,2,bed,19,0.4076073169708252,Ask for help,False,19,0.5093957781791687,False,False,8,0.4575210511684418,False,False,19.0,0.45850154757499695,Ask for help,False,True
False,20,piano,28,0.8516508936882019,Re-scan,False,28,0.9094826579093933,False,False,8,0.36611130833625793,False,False,28.0,0.8805667757987976,Grasp,False,True
False,6,chair,28,0.7853737473487854,Re-scan,False,28,0.632419228553772,False,False,8,0.35924801230430603,False,False,28.0,0.7088964879512787,Ask for help,False,True
False,16,mantel,28,0.2654060125350952,Ask for help,False,16,0.419246107339859,True,False,28,0.4903690814971924,False,False,28.0,0.3778875470161438,Ask for help,False,True
False,1,bathtub,29,0.6623206734657288,Ask for help,False,19,0.8887382745742798,False,False,19,0.5144926309585571,False,False,19.0,0.7016154527664185,Ask for help,False,True
False,21,plant,19,0.5813767313957214,Ask for help,False,21,0.6927052140235901,True,False,15,0.3068300187587738,False,False,,0.0,Ask for help,False,False
False,5,car,8,0.5323227643966675,Ask for help,False,8,0.28746259212493896,False,False,29,0.7802464365959167,False,False,8.0,0.4098926782608032,Ask for help,False,True
False,9,desk,28,0.9846102595329285,Grasp,False,28,0.6632706522941589,False,False,28,0.84522944688797,False,False,28.0,0.8310367862383524,Re-scan,False,True
False,10,door,8,0.30611446499824524,Ask for help,False,8,0.25510576367378235,False,False,8,0.8600820302963257,False,False,8.0,0.47376741965611774,Ask for help,False,True
False,9,desk,9,0.6278111934661865,Ask for help,True,15,0.3020159900188446,False,False,2,0.27936825156211853,False,False,,0.0,Ask for help,False,False
False,18,night_stand,29,0.6792436242103577,Ask for help,False,6,0.7660741806030273,False,False,29,0.5010539293289185,False,False,29.0,0.5901487767696381,Ask for help,False,True
False,25,sofa,28,0.9156305193901062,Grasp,False,2,0.29990047216415405,False,False,8,0.2492968589067459,False,False,,0.0,Ask for help,False,False
False,23,range_hood,21,0.34145984053611755,Ask for help,False,28,0.4224971830844879,False,False,29,0.5449405908584595,False,False,,0.0,Ask for help,False,False
False,11,dresser,29,0.47421637177467346,Ask for help,False,28,0.4653055667877197,False,False,30,0.3337094783782959,False,False,,0.0,Ask for help,False,False
False,14,guitar,15,0.3635140359401703,Ask for help,False,15,0.3923017382621765,False,False,26,0.5083327293395996,False,False,15.0,0.3779078871011734,Ask for help,False,True
False,4,bookshelf,27,0.4790387749671936,Ask for help,False,27,0.9516322016716003,False,False,27,0.4962148666381836,False,False,27.0,0.6422952810923258,Ask for help,False,True
False,30,toilet,19,0.5806328058242798,Ask for help,False,26,0.4768538475036621,False,False,30,0.4877868592739105,True,False,,0.0,Ask for help,False,False
False,4,bookshelf,3,0.7558704018592834,Ask for help,False,3,0.8116774559020996,False,False,16,0.9787923097610474,False,False,3.0,0.7837739288806915,Re-scan,False,True
False,7,cone,29,0.45628127455711365,Ask for help,False,21,0.45231547951698303,False,False,29,0.5756687521934509,False,False,29.0,0.5159750133752823,Ask for help,False,True
False,30,toilet,30,0.28738629817962646,Ask for help,True,30,0.7290990352630615,True,False,26,0.7768408060073853,False,False,30.0,0.508242666721344,Ask for help,True,True
False,15,lamp,28,0.9996606111526489,Grasp,False,29,0.4805642068386078,False,False,28,0.22755920886993408,False,False,28.0,0.6136099100112915,Ask for help,False,True
False,19,person,26,0.7160943746566772,Ask for help,False,22,0.3855056166648865,False,False,19,0.5463557243347168,True,False,,0.0,Ask for help,False,False
False,30,toilet,8,0.3175413906574249,Ask for help,False,26,0.9344625473022461,False,False,28,0.25855252146720886,False,False,,0.0,Ask for help,False,False
False,6,chair,8,0.710513174533844,Ask for help,False,21,0.301826536655426,False,False,28,0.8873286247253418,False,False,,0.0,Ask for help,False,False
False,8,curtain,0,0.461251825094223,Ask for help,False,8,0.8020352125167847,True,False,28,0.6799272894859314,False,False,,0.0,Ask for help,False,False
False,30,toilet,21,0.37900760769844055,Ask for help,False,22,0.29143524169921875,False,False,30,0.3187212646007538,True,False,,0.0,Ask for help,False,False
False,23,range_hood,28,0.40223249793052673,Ask for help,False,27,0.3583783805370331,False,False,19,0.2197975218296051,False,False,,0.0,Ask for help,False,False
False,23,range_hood,8,0.43035951256752014,Ask for help,False,26,0.36259135603904724,False,False,21,0.4607073664665222,False,False,,0.0,Ask for help,False,False
